Row_ID,Order_ID,Order_Date_Month,Order_Date_day,Order_Date_Year,Ship_Date_Month,Ship_Date_day,Ship_Date_Year,Ship_Mode,Customer_ID,Postal_Code,Product_ID,Sales,Quantity,Discount,Profit,Time_Frame,Ship_Mode_Rank
3912,CA-2017-126788,6,5,2017,6,6,2017,First Class,AB-10105,77581,TEC-PH-10001619,470.376,3,0.2,52.9173,1,1
3913,CA-2017-148068,9,18,2017,9,25,2017,Standard Class,MM-18280,10035,OFF-PA-10001639,19.44,3,0,9.3312,7,4
3914,CA-2017-148068,9,18,2017,9,25,2017,Standard Class,MM-18280,10035,FUR-FU-10002268,9.82,2,0,3.2406,7,4
3915,US-2017-142573,7,18,2017,7,23,2017,Standard Class,ML-17410,85023,FUR-TA-10001932,801.6,5,0.5,-448.896,5,4
3916,US-2017-142573,7,18,2017,7,23,2017,Standard Class,ML-17410,85023,FUR-CH-10004218,161.568,2,0.2,10.098,5,4
3917,US-2017-142573,7,18,2017,7,23,2017,Standard Class,ML-17410,85023,OFF-PA-10000246,16.096,2,0.2,5.2312,5,4
3918,US-2017-142573,7,18,2017,7,23,2017,Standard Class,ML-17410,85023,OFF-BI-10003350,7.656,4,0.7,-6.1248,5,4
3919,US-2017-142573,7,18,2017,7,23,2017,Standard Class,ML-17410,85023,FUR-CH-10000513,311.976,3,0.2,-42.8967,5,4
3920,US-2015-148817,12,1,2015,12,7,2015,Standard Class,KD-16495,23320,OFF-ST-10001321,61.68,4,0,16.6536,6,4
3921,US-2015-148817,12,1,2015,12,7,2015,Standard Class,KD-16495,23320,OFF-BI-10004233,63.96,4,0,30.7008,6,4
3922,CA-2016-110044,6,28,2016,7,2,2016,Second Class,RF-19735,60610,TEC-PH-10001299,359.976,3,0.2,35.9976,4,3
3923,CA-2017-146920,8,28,2017,9,1,2017,Standard Class,SC-20305,60623,OFF-PA-10002479,25.344,6,0.2,7.92,4,4
3924,CA-2017-146920,8,28,2017,9,1,2017,Standard Class,SC-20305,60623,OFF-PA-10001461,26.72,5,0.2,9.352,4,4
3925,CA-2014-103940,9,17,2014,9,21,2014,Standard Class,BN-11515,98103,OFF-ST-10004963,30.28,2,0,1.2112,4,4
3926,CA-2014-103940,9,17,2014,9,21,2014,Standard Class,BN-11515,98103,OFF-ST-10000943,57.93,3,0,16.2204,4,4
3927,CA-2014-103940,9,17,2014,9,21,2014,Standard Class,BN-11515,98103,FUR-FU-10004671,35.34,2,0,13.4292,4,4
3928,CA-2014-103940,9,17,2014,9,21,2014,Standard Class,BN-11515,98103,OFF-BI-10002735,137.24,5,0.2,46.3185,4,4
3929,CA-2016-162082,3,14,2016,3,17,2016,First Class,JS-15880,78550,FUR-BO-10004409,241.332,5,0.32,-14.196,3,1
3930,CA-2016-162082,3,14,2016,3,17,2016,First Class,JS-15880,78550,OFF-PA-10001934,5.184,1,0.2,1.8792,3,1
3931,CA-2016-162082,3,14,2016,3,17,2016,First Class,JS-15880,78550,OFF-AR-10001044,145.544,7,0.2,16.3737,3,1
3932,CA-2016-132094,8,26,2016,9,2,2016,Standard Class,VG-21805,19140,OFF-AR-10004165,5.472,3,0.2,1.6416,7,4
3933,CA-2016-132094,8,26,2016,9,2,2016,Standard Class,VG-21805,19140,TEC-AC-10001109,47.984,2,0.2,13.1956,7,4
3934,CA-2017-123001,9,2,2017,9,8,2017,Standard Class,AW-10840,93309,OFF-AR-10001919,9.4,5,0,2.726,6,4
3935,CA-2017-123001,9,2,2017,9,8,2017,Standard Class,AW-10840,93309,OFF-LA-10004544,74,5,0,37,6,4
3936,CA-2017-123001,9,2,2017,9,8,2017,Standard Class,AW-10840,93309,TEC-PH-10003484,201.584,2,0.2,12.599,6,4
3937,CA-2015-118955,6,16,2015,6,20,2015,Standard Class,LS-17230,75051,OFF-EN-10001028,28.752,3,0.2,9.3444,4,4
3938,CA-2015-118955,6,16,2015,6,20,2015,Standard Class,LS-17230,75051,OFF-PA-10004156,27.216,3,0.2,9.8658,4,4
3939,CA-2015-118955,6,16,2015,6,20,2015,Standard Class,LS-17230,75051,FUR-CH-10001708,197.372,2,0.3,-25.3764,4,4
3940,US-2016-143448,12,10,2016,12,10,2016,Same Day,MH-17455,46142,FUR-CH-10003379,1424.9,5,0,356.225,0,2
3941,CA-2017-117863,5,18,2017,5,23,2017,Standard Class,TS-21340,10024,FUR-FU-10002456,14.56,2,0,6.2608,5,4
3942,CA-2017-117863,5,18,2017,5,23,2017,Standard Class,TS-21340,10024,OFF-BI-10000605,3.048,1,0.2,1.0287,5,4
3943,CA-2017-160458,5,27,2017,5,29,2017,Second Class,EH-13945,38109,OFF-PA-10001166,25.92,5,0.2,9.072,2,3
3944,US-2016-142685,6,23,2016,6,30,2016,Standard Class,MG-17695,14215,OFF-SU-10000157,835.17,7,0,16.7034,7,4
3945,CA-2016-133144,5,16,2016,5,21,2016,Second Class,DO-13435,90036,OFF-PA-10004971,17.34,3,0,8.4966,5,3
3946,CA-2017-167871,11,18,2017,11,23,2017,Standard Class,AF-10870,33030,OFF-PA-10001977,44.384,1,0.2,15.5344,5,4
3947,CA-2017-167871,11,18,2017,11,23,2017,Standard Class,AF-10870,33030,OFF-SU-10001225,2.944,1,0.2,-0.6624,5,4
3948,CA-2016-119963,11,18,2016,11,22,2016,Standard Class,SN-20710,77506,OFF-AR-10003514,6.368,2,0.2,1.0348,4,4
3949,CA-2016-119963,11,18,2016,11,22,2016,Standard Class,SN-20710,77506,OFF-LA-10003510,48.848,2,0.2,15.8756,4,4
3950,CA-2016-119963,11,18,2016,11,22,2016,Standard Class,SN-20710,77506,OFF-PA-10001970,19.648,2,0.2,6.6312,4,4
3951,CA-2016-119963,11,18,2016,11,22,2016,Standard Class,SN-20710,77506,FUR-CH-10003817,255.108,6,0.3,-18.222,4,4
3952,CA-2014-121167,11,28,2014,11,30,2014,Second Class,MO-17500,11520,OFF-BI-10003676,17.248,2,0.2,6.0368,2,3
3953,US-2016-151862,3,1,2016,3,8,2016,Standard Class,ON-18715,80219,TEC-PH-10003535,159.984,2,0.2,13.9986,7,4
3954,CA-2017-152961,1,15,2017,1,19,2017,Standard Class,SC-20095,2169,OFF-PA-10004675,12.7,2,0,5.842,4,4
3955,CA-2014-133228,4,4,2014,4,9,2014,Standard Class,MS-17710,48205,FUR-FU-10004020,5.47,1,0,2.3521,5,4
3956,CA-2014-133228,4,4,2014,4,9,2014,Standard Class,MS-17710,48205,OFF-AR-10001955,79.36,4,0,23.808,5,4
3957,CA-2016-114951,6,26,2016,7,3,2016,Standard Class,DN-13690,94109,FUR-FU-10002364,22.14,3,0,6.4206,7,4
3958,CA-2016-156573,5,29,2016,6,2,2016,Standard Class,RB-19360,37211,OFF-BI-10002414,11.277,3,0.7,-8.6457,4,4
3959,CA-2016-156573,5,29,2016,6,2,2016,Standard Class,RB-19360,37211,OFF-AR-10003732,4.448,2,0.2,0.3336,4,4
3960,CA-2016-156573,5,29,2016,6,2,2016,Standard Class,RB-19360,37211,FUR-FU-10001085,44.76,3,0.2,14.547,4,4
3961,CA-2015-113901,10,19,2015,10,24,2015,Standard Class,NH-18610,48227,OFF-BI-10001249,38.28,6,0,17.6088,5,4
3962,CA-2015-113901,10,19,2015,10,24,2015,Standard Class,NH-18610,48227,TEC-PH-10002564,149.95,5,0,44.985,5,4
3963,CA-2017-134838,2,19,2017,2,20,2017,First Class,ED-13885,90045,OFF-AR-10000634,12.84,3,0,3.4668,1,1
3964,CA-2017-134838,2,19,2017,2,20,2017,First Class,ED-13885,90045,FUR-FU-10004018,44.67,3,0,12.0609,1,1
3965,CA-2016-120257,9,22,2016,9,28,2016,Standard Class,PW-19240,19140,OFF-AR-10003481,7.872,3,0.2,0.8856,6,4
3966,CA-2014-164910,11,12,2014,11,17,2014,Second Class,DM-13345,28806,OFF-AR-10003651,7.872,3,0.2,0.8856,5,3
3967,CA-2016-149902,4,1,2016,4,6,2016,Standard Class,DW-13540,10024,OFF-AR-10002956,88.04,4,0,22.8904,5,4
3968,CA-2016-146010,5,20,2016,5,23,2016,First Class,EH-14125,80906,OFF-BI-10003638,40.635,7,0.7,-32.508,3,1
3969,US-2015-163685,6,1,2015,6,5,2015,Standard Class,KE-16420,78207,OFF-BI-10001890,5.728,8,0.8,-9.1648,4,4
3970,US-2015-163685,6,1,2015,6,5,2015,Standard Class,KE-16420,78207,OFF-PA-10002606,42.24,10,0.2,13.2,4,4
3971,CA-2014-135090,11,22,2014,11,26,2014,Standard Class,SP-20920,90036,OFF-PA-10002245,53.82,9,0,24.219,4,4
3972,CA-2015-132374,2,22,2015,2,24,2015,Second Class,PS-19045,48310,OFF-AR-10001615,79.36,4,0,20.6336,2,3
3973,CA-2016-167556,3,29,2016,4,2,2016,Standard Class,JM-15250,10009,OFF-PA-10000466,13.48,2,0,6.74,4,4
3974,CA-2016-167556,3,29,2016,4,2,2016,Standard Class,JM-15250,10009,OFF-BI-10003708,29.8,5,0.2,9.3125,4,4
3975,CA-2016-167556,3,29,2016,4,2,2016,Standard Class,JM-15250,10009,FUR-FU-10004848,414,8,0,124.2,4,4
3976,CA-2016-167556,3,29,2016,4,2,2016,Standard Class,JM-15250,10009,OFF-BI-10000320,41.328,7,0.2,14.9814,4,4
3977,US-2016-116400,10,22,2016,10,24,2016,First Class,EB-13930,23223,FUR-FU-10003731,39.92,4,0,11.1776,2,1
3978,CA-2017-101308,10,2,2017,10,7,2017,Standard Class,FG-14260,98105,OFF-FA-10002780,8.94,3,0,4.1124,5,4
3979,CA-2017-101308,10,2,2017,10,7,2017,Standard Class,FG-14260,98105,TEC-PH-10003800,84.784,2,0.2,-20.1362,5,4
3980,CA-2014-114517,12,23,2014,12,27,2014,Standard Class,TH-21235,10024,FUR-TA-10001676,53.316,2,0.4,-19.5492,4,4
3981,CA-2014-114517,12,23,2014,12,27,2014,Standard Class,TH-21235,10024,OFF-AP-10002350,56.52,3,0,15.8256,4,4
3982,CA-2017-119564,12,15,2017,12,20,2017,Standard Class,PL-18925,98115,FUR-FU-10003096,22.77,3,0,9.7911,5,4
3983,CA-2016-135265,7,7,2016,7,9,2016,Second Class,CC-12370,90045,FUR-CH-10003061,287.968,4,0.2,-3.5996,2,3
3984,CA-2016-135265,7,7,2016,7,9,2016,Second Class,CC-12370,90045,TEC-CO-10003763,2799.96,5,0.2,944.9865,2,3
3985,CA-2016-135265,7,7,2016,7,9,2016,Second Class,CC-12370,90045,OFF-PA-10002923,48.94,1,0,24.47,2,3
3986,CA-2016-108735,4,17,2016,4,21,2016,Standard Class,JM-15535,90712,FUR-BO-10003441,257.499,3,0.15,24.2352,4,4
3987,CA-2017-112333,4,8,2017,4,14,2017,Standard Class,KF-16285,7060,OFF-ST-10001780,2591.56,4,0,621.9744,6,4
3988,CA-2017-112333,4,8,2017,4,14,2017,Standard Class,KF-16285,7060,OFF-AP-10001962,41.95,5,0,10.4875,6,4
3989,US-2016-159415,4,17,2016,4,22,2016,Standard Class,CS-12175,38401,FUR-FU-10003798,79.12,5,0.2,13.846,5,4
3990,CA-2014-122588,11,25,2014,11,27,2014,Second Class,AR-10540,2895,FUR-FU-10001095,52.96,2,0,20.1248,2,3
3991,CA-2014-137589,11,3,2014,11,8,2014,Standard Class,MS-17770,17602,OFF-SU-10000157,286.344,3,0.2,-64.4274,5,4
3992,CA-2015-161998,5,1,2015,5,5,2015,Standard Class,DB-13120,33614,FUR-FU-10001095,63.552,3,0.2,14.2992,4,4
3993,CA-2015-161998,5,1,2015,5,5,2015,Standard Class,DB-13120,33614,OFF-SU-10004261,41.376,3,0.2,4.6548,4,4
3994,CA-2015-161998,5,1,2015,5,5,2015,Standard Class,DB-13120,33614,OFF-AR-10004022,172.704,6,0.2,10.794,4,4
3995,CA-2015-105627,3,8,2015,3,12,2015,Standard Class,DK-12895,53142,FUR-BO-10002916,512.94,3,0,97.4586,4,4
3996,CA-2015-105627,3,8,2015,3,12,2015,Standard Class,DK-12895,53142,FUR-CH-10002084,860.93,7,0,189.4046,4,4
3997,CA-2015-105627,3,8,2015,3,12,2015,Standard Class,DK-12895,53142,TEC-PH-10003012,769.95,5,0,223.2855,4,4
3998,CA-2015-105627,3,8,2015,3,12,2015,Standard Class,DK-12895,53142,OFF-AR-10002704,14.98,1,0,4.494,4,4
3999,CA-2015-105627,3,8,2015,3,12,2015,Standard Class,DK-12895,53142,FUR-FU-10000308,373.08,6,0,82.0776,4,4
4000,US-2015-149629,7,17,2015,7,20,2015,Second Class,MP-17965,34952,FUR-BO-10004709,231.92,5,0.2,5.798,3,3
4001,CA-2014-116834,10,11,2014,10,16,2014,Standard Class,Dp-13240,98115,FUR-FU-10001196,63.47,11,0,19.041,5,4
4002,CA-2014-116834,10,11,2014,10,16,2014,Standard Class,Dp-13240,98115,TEC-AC-10002942,345,5,0,58.65,5,4
4003,CA-2016-145730,3,3,2016,3,8,2016,Standard Class,CC-12220,78207,FUR-TA-10004915,637.896,3,0.3,-127.5792,5,4
4004,CA-2016-145730,3,3,2016,3,8,2016,Standard Class,CC-12220,78207,TEC-MA-10001016,287.91,3,0.4,33.5895,5,4
4005,CA-2016-145730,3,3,2016,3,8,2016,Standard Class,CC-12220,78207,OFF-EN-10000483,36.6,3,0.2,11.895,5,4
4006,US-2015-168732,12,10,2015,12,16,2015,Standard Class,KM-16660,30076,OFF-AR-10003087,1.78,1,0,0.4984,6,4
4007,US-2015-168732,12,10,2015,12,16,2015,Standard Class,KM-16660,30076,OFF-PA-10000520,25.92,4,0,12.4416,6,4
4008,US-2015-168732,12,10,2015,12,16,2015,Standard Class,KM-16660,30076,TEC-AC-10001553,101.94,6,0,21.4074,6,4
4009,CA-2015-107468,12,18,2015,12,22,2015,Standard Class,MK-17905,80027,OFF-AR-10000634,6.848,2,0.2,0.5992,4,4
4010,CA-2017-144463,1,1,2017,1,5,2017,Standard Class,SC-20725,90036,FUR-FU-10001215,474.43,11,0,199.2606,4,4
4011,CA-2017-100811,11,21,2017,11,24,2017,First Class,CC-12475,19143,OFF-PA-10001204,8.448,2,0.2,2.64,3,1
4012,CA-2017-100811,11,21,2017,11,24,2017,First Class,CC-12475,19143,OFF-ST-10002444,39.296,4,0.2,3.9296,3,1
4013,CA-2015-153612,12,22,2015,12,27,2015,Standard Class,BT-11305,54880,OFF-AR-10000203,17.12,4,0,4.9648,5,4
4014,CA-2015-165624,8,23,2015,8,28,2015,Standard Class,FH-14350,30318,OFF-AP-10000828,542.94,3,0,152.0232,5,4
4015,CA-2015-165624,8,23,2015,8,28,2015,Standard Class,FH-14350,30318,OFF-LA-10003190,8.64,3,0,4.2336,5,4
4016,CA-2015-165624,8,23,2015,8,28,2015,Standard Class,FH-14350,30318,OFF-PA-10002319,193.8,5,0,94.962,5,4
4017,CA-2015-165624,8,23,2015,8,28,2015,Standard Class,FH-14350,30318,OFF-PA-10003893,21.4,5,0,9.63,5,4
4018,CA-2015-165624,8,23,2015,8,28,2015,Standard Class,FH-14350,30318,OFF-PA-10002499,97.88,2,0,48.94,5,4
4019,CA-2015-165624,8,23,2015,8,28,2015,Standard Class,FH-14350,30318,TEC-AC-10004568,251.91,9,0,47.8629,5,4
4020,CA-2015-165624,8,23,2015,8,28,2015,Standard Class,FH-14350,30318,OFF-AP-10001492,25.86,3,0,6.7236,5,4
4021,CA-2014-154963,6,22,2014,6,27,2014,Standard Class,AA-10645,19013,FUR-CH-10004698,170.058,3,0.3,-4.8588,5,4
4022,CA-2014-154963,6,22,2014,6,27,2014,Standard Class,AA-10645,19013,TEC-PH-10004093,82.782,3,0.4,-15.1767,5,4
4023,CA-2014-154963,6,22,2014,6,27,2014,Standard Class,AA-10645,19013,FUR-CH-10000454,853.93,5,0.3,0,5,4
4024,CA-2017-130764,10,27,2017,10,28,2017,First Class,JO-15145,94110,FUR-BO-10003034,556.665,5,0.15,6.549,1,1
4025,CA-2017-130764,10,27,2017,10,28,2017,First Class,JO-15145,94110,TEC-PH-10003215,95.84,4,0.2,34.742,1,1
4026,CA-2017-139311,8,11,2017,8,13,2017,First Class,SF-20965,76021,OFF-PA-10001776,29.664,4,0.2,10.0116,2,1
4027,CA-2017-139311,8,11,2017,8,13,2017,First Class,SF-20965,76021,OFF-AR-10004582,9.184,7,0.2,2.87,2,1
4028,CA-2017-139311,8,11,2017,8,13,2017,First Class,SF-20965,76021,TEC-PH-10001557,153.584,2,0.2,13.4386,2,1
4029,CA-2017-139311,8,11,2017,8,13,2017,First Class,SF-20965,76021,OFF-BI-10004209,12.864,8,0.8,-22.512,2,1
4030,CA-2017-124296,12,24,2017,12,28,2017,Standard Class,CS-12355,70506,TEC-MA-10003183,479.97,3,0,239.985,4,4
4031,CA-2017-124296,12,24,2017,12,28,2017,Standard Class,CS-12355,70506,FUR-CH-10002439,232.88,4,0,60.5488,4,4
4032,CA-2016-169957,9,26,2016,9,30,2016,Standard Class,SN-20710,98042,OFF-AP-10000576,236.88,6,0,66.3264,4,4
4033,CA-2016-169957,9,26,2016,9,30,2016,Standard Class,SN-20710,98042,OFF-PA-10004040,29.9,5,0,14.651,4,4
4034,CA-2016-169957,9,26,2016,9,30,2016,Standard Class,SN-20710,98042,TEC-AC-10003063,100,4,0,21,4,4
4035,US-2016-108777,12,12,2016,12,12,2016,Same Day,JM-15655,44052,OFF-BI-10003982,18.693,3,0.7,-14.3313,0,2
4036,US-2016-108777,12,12,2016,12,12,2016,Same Day,JM-15655,44052,TEC-AC-10002567,383.952,6,0.2,76.7904,0,2
4037,CA-2015-148859,12,28,2015,1,1,2016,Standard Class,FH-14350,60623,OFF-ST-10004950,24.816,2,0.2,1.551,4,4
4038,CA-2014-110786,12,29,2014,1,2,2015,Standard Class,AJ-10795,94110,FUR-FU-10000550,24.9,5,0,8.217,4,4
4039,CA-2014-110786,12,29,2014,1,2,2015,Standard Class,AJ-10795,94110,OFF-PA-10000528,21.12,4,0,9.504,4,4
4040,CA-2014-110786,12,29,2014,1,2,2015,Standard Class,AJ-10795,94110,TEC-MA-10003183,767.952,6,0.2,287.982,4,4
4041,CA-2014-110786,12,29,2014,1,2,2015,Standard Class,AJ-10795,94110,OFF-BI-10003305,14.352,3,0.2,4.6644,4,4
4042,CA-2014-110786,12,29,2014,1,2,2015,Standard Class,AJ-10795,94110,TEC-PH-10001425,191.976,3,0.2,19.1976,4,4
4043,CA-2014-110786,12,29,2014,1,2,2015,Standard Class,AJ-10795,94110,OFF-LA-10001474,274.77,9,0,126.3942,4,4
4044,CA-2014-110786,12,29,2014,1,2,2015,Standard Class,AJ-10795,94110,FUR-FU-10000672,70.56,6,0,23.9904,4,4
4045,CA-2015-137750,6,25,2015,6,30,2015,Standard Class,JF-15565,94110,FUR-FU-10001979,204.85,5,0,57.358,5,4
4046,CA-2015-136378,4,2,2015,4,7,2015,Standard Class,CS-11845,77070,OFF-BI-10003707,9.156,3,0.8,-13.734,5,4
4047,CA-2017-100356,10,21,2017,10,25,2017,Standard Class,SP-20920,60653,OFF-AP-10002191,23.992,2,0.8,-62.3792,4,4
4048,US-2015-166520,7,16,2015,7,19,2015,First Class,KE-16420,10035,OFF-PA-10000501,80.88,3,0,39.6312,3,1
4049,US-2015-166520,7,16,2015,7,19,2015,First Class,KE-16420,10035,TEC-AC-10001990,599.9,10,0,191.968,3,1
4050,CA-2017-136350,6,24,2017,6,26,2017,Second Class,GA-14515,10011,FUR-FU-10003601,276.69,3,0,49.8042,2,3
4051,CA-2017-136350,6,24,2017,6,26,2017,Second Class,GA-14515,10011,FUR-CH-10001891,172.764,2,0.1,32.6332,2,3
4052,CA-2014-122931,9,29,2014,10,3,2014,Standard Class,SM-20950,19134,OFF-AR-10003469,4.224,3,0.2,1.4784,4,4
4053,CA-2014-122931,9,29,2014,10,3,2014,Standard Class,SM-20950,19134,FUR-TA-10004175,409.272,2,0.4,-81.8544,4,4
4054,CA-2014-122931,9,29,2014,10,3,2014,Standard Class,SM-20950,19134,OFF-LA-10002945,55.44,11,0.2,18.018,4,4
4055,CA-2014-122931,9,29,2014,10,3,2014,Standard Class,SM-20950,19134,OFF-PA-10000533,20.928,4,0.2,6.8016,4,4
4056,CA-2014-122931,9,29,2014,10,3,2014,Standard Class,SM-20950,19134,OFF-ST-10004459,1801.632,6,0.2,-337.806,4,4
4057,CA-2014-122931,9,29,2014,10,3,2014,Standard Class,SM-20950,19134,FUR-TA-10004147,67.176,1,0.4,-20.1528,4,4
4058,CA-2014-163034,11,24,2014,11,28,2014,Standard Class,DK-12985,60610,OFF-ST-10000046,646.2,5,0.2,-8.0775,4,4
4059,CA-2015-124058,11,20,2015,11,24,2015,Standard Class,LC-16885,94601,TEC-PH-10004774,72.744,7,0.2,-15.4581,4,4
4060,CA-2015-124058,11,20,2015,11,24,2015,Standard Class,LC-16885,94601,FUR-CH-10000595,572.16,3,0.2,35.76,4,4
4061,CA-2016-129196,11,1,2016,11,7,2016,Standard Class,XP-21865,60610,TEC-AC-10002473,68.112,3,0.2,17.8794,6,4
4062,US-2015-138716,9,17,2015,9,20,2015,First Class,CS-11845,98105,OFF-BI-10001628,25.032,3,0.2,7.8225,3,1
4063,US-2016-122182,3,10,2016,3,14,2016,Standard Class,BD-11770,19143,TEC-AC-10002800,39.992,1,0.2,7.4985,4,4
4064,US-2014-130358,6,23,2014,6,26,2014,First Class,DL-13330,28027,OFF-AR-10002766,20.016,9,0.2,1.7514,3,1
4065,US-2014-130358,6,23,2014,6,26,2014,First Class,DL-13330,28027,OFF-SU-10002522,3.104,1,0.2,0.3492,3,1
4066,CA-2014-102673,11,1,2014,11,5,2014,Standard Class,KH-16630,28205,OFF-FA-10003021,7.52,5,0.2,1.41,4,4
4067,CA-2014-102673,11,1,2014,11,5,2014,Standard Class,KH-16630,28205,OFF-AR-10000634,10.272,3,0.2,0.8988,4,4
4068,CA-2014-102673,11,1,2014,11,5,2014,Standard Class,KH-16630,28205,OFF-LA-10001771,47.808,12,0.2,15.5376,4,4
4069,CA-2014-102673,11,1,2014,11,5,2014,Standard Class,KH-16630,28205,TEC-PH-10004434,978.84,9,0.2,110.1195,4,4
4070,CA-2016-145303,8,28,2016,8,31,2016,First Class,TP-21415,75081,OFF-BI-10000050,13.14,9,0.8,-21.681,3,1
4071,CA-2016-145303,8,28,2016,8,31,2016,First Class,TP-21415,75081,OFF-BI-10002414,10.024,4,0.8,-16.5396,3,1
4072,CA-2016-145303,8,28,2016,8,31,2016,First Class,TP-21415,75081,FUR-BO-10003159,156.3728,2,0.32,-52.8908,3,1
4073,CA-2015-156104,12,6,2015,12,8,2015,Second Class,NP-18685,46203,TEC-CO-10002095,999.98,2,0,449.991,2,3
4074,US-2015-164308,9,24,2015,9,27,2015,First Class,SC-20680,74012,TEC-PH-10004120,821.94,6,0,213.7044,3,1
4075,CA-2017-108112,11,15,2017,11,20,2017,Standard Class,DK-12895,33023,FUR-FU-10003553,220.064,4,0.2,55.016,5,4
4076,CA-2017-108112,11,15,2017,11,20,2017,Standard Class,DK-12895,33023,FUR-FU-10001488,339.136,4,0.2,0,5,4
4077,CA-2015-100685,12,19,2015,12,21,2015,Second Class,SM-20950,68104,OFF-BI-10003094,7.04,2,0,3.3088,2,3
4078,CA-2015-100685,12,19,2015,12,21,2015,Second Class,SM-20950,68104,OFF-FA-10003472,5.04,4,0,0.2016,2,3
4079,CA-2015-100685,12,19,2015,12,21,2015,Second Class,SM-20950,68104,OFF-PA-10001289,116.28,3,0,56.9772,2,3
4080,CA-2015-165414,12,21,2015,12,24,2015,First Class,LS-17245,28540,TEC-PH-10002293,47.976,3,0.2,4.7976,3,1
4081,CA-2016-140417,9,25,2016,9,29,2016,Standard Class,KE-16420,97224,OFF-PA-10000380,60.048,9,0.2,22.518,4,4
4082,CA-2016-140417,9,25,2016,9,29,2016,Standard Class,KE-16420,97224,OFF-BI-10004828,5.022,1,0.7,-3.5154,4,4
4083,US-2017-151316,6,24,2017,6,30,2017,Standard Class,MC-17635,62521,OFF-BI-10004632,182.994,3,0.8,-320.2395,6,4
4084,US-2017-151316,6,24,2017,6,30,2017,Standard Class,MC-17635,62521,OFF-PA-10000327,10.272,3,0.2,3.21,6,4
4085,CA-2017-163692,9,7,2017,9,9,2017,First Class,Dp-13240,85023,OFF-BI-10003291,7.857,3,0.7,-6.0237,2,1
4086,CA-2016-111913,8,4,2016,8,6,2016,Second Class,LC-16930,95823,TEC-PH-10002275,302.384,2,0.2,30.2384,2,3
4087,CA-2016-111913,8,4,2016,8,6,2016,Second Class,LC-16930,95823,OFF-BI-10003291,20.952,3,0.2,7.0713,2,3
4088,CA-2016-111913,8,4,2016,8,6,2016,Second Class,LC-16930,95823,OFF-BI-10000343,11.784,3,0.2,3.9771,2,3
4089,US-2014-156559,8,19,2014,8,26,2014,Standard Class,LH-16900,72401,FUR-BO-10000711,638.82,9,0,172.4814,7,4
4090,CA-2016-161473,4,1,2016,4,5,2016,Standard Class,TB-21175,10035,OFF-LA-10001297,20.7,2,0,9.936,4,4
4091,CA-2016-161473,4,1,2016,4,5,2016,Standard Class,TB-21175,10035,OFF-SU-10001574,10.95,3,0,3.285,4,4
4092,CA-2016-161473,4,1,2016,4,5,2016,Standard Class,TB-21175,10035,OFF-BI-10003305,14.352,3,0.2,4.6644,4,4
4093,CA-2017-166576,5,16,2017,5,18,2017,First Class,JM-15865,44312,OFF-ST-10002574,221.024,2,0.2,-55.256,2,1
4094,CA-2015-102491,8,24,2015,8,28,2015,Standard Class,KW-16435,41042,TEC-MA-10000864,3080,7,0,1416.8,4,4
4095,CA-2015-102491,8,24,2015,8,28,2015,Standard Class,KW-16435,41042,TEC-AC-10003289,79.96,4,0,18.3908,4,4
4096,CA-2015-102491,8,24,2015,8,28,2015,Standard Class,KW-16435,41042,TEC-PH-10001619,587.97,3,0,170.5113,4,4
4097,CA-2014-116904,9,23,2014,9,28,2014,Standard Class,SC-20095,55407,OFF-PA-10004888,32.4,5,0,15.552,5,4
4098,CA-2014-116904,9,23,2014,9,28,2014,Standard Class,SC-20095,55407,OFF-ST-10000736,404.9,5,0,16.196,5,4
4099,CA-2014-116904,9,23,2014,9,28,2014,Standard Class,SC-20095,55407,OFF-BI-10001120,9449.95,5,0,4630.4755,5,4
4100,CA-2014-116904,9,23,2014,9,28,2014,Standard Class,SC-20095,55407,OFF-BI-10000301,12.94,2,0,6.47,5,4
4101,US-2017-102288,6,19,2017,6,23,2017,Standard Class,ZC-21910,77095,OFF-AP-10004655,2.264,1,0.8,-5.2072,4,4
4102,US-2017-102288,6,19,2017,6,23,2017,Standard Class,ZC-21910,77095,OFF-AP-10002906,0.444,1,0.8,-1.11,4,4
4103,US-2017-102288,6,19,2017,6,23,2017,Standard Class,ZC-21910,77095,OFF-PA-10000740,146.176,8,0.2,47.5072,4,4
4104,CA-2017-137456,12,21,2017,12,21,2017,Same Day,RB-19465,68025,FUR-FU-10001940,15.92,2,0,7.0048,0,2
4105,US-2017-155999,8,7,2017,8,13,2017,Standard Class,JK-15370,92105,TEC-PH-10000439,159.96,5,0.2,17.9955,6,4
4106,US-2017-155999,8,7,2017,8,13,2017,Standard Class,JK-15370,92105,OFF-BI-10000404,13.76,2,0.2,4.644,6,4
4107,US-2016-148334,8,22,2016,8,26,2016,Standard Class,DD-13570,77041,OFF-BI-10003676,4.312,2,0.8,-6.8992,4,4
4108,CA-2015-105599,9,7,2015,9,7,2015,Same Day,MC-17275,10011,OFF-ST-10002486,13.96,2,0,0.2792,0,2
4109,CA-2015-105599,9,7,2015,9,7,2015,Same Day,MC-17275,10011,FUR-TA-10003837,27.414,3,0.4,-14.1639,0,2
4110,CA-2015-153717,12,25,2015,1,1,2016,Standard Class,DL-13495,48227,TEC-PH-10002923,73.98,2,0,19.9746,7,4
